time,ktas,beds_available,op_rooms_available,hospital_name,day_of_week,day,hour
133,4,9,1,연합의원 2,0,1,2
303,5,9,1,연합의원 2,0,1,5
364,3,9,1,연합의원 2,0,1,6
435,4,8,1,연합의원 2,0,1,7
593,4,8,1,연합의원 2,0,1,9
594,3,8,1,연합의원 2,0,1,9
708,4,7,1,연합의원 2,0,1,11
730,5,7,1,연합의원 2,0,1,12
792,4,8,1,연합의원 2,0,1,13
857,4,9,1,연합의원 2,0,1,14
930,4,9,1,연합의원 2,0,1,15
943,4,9,1,연합의원 2,0,1,15
960,4,9,1,연합의원 2,0,1,16
1140,4,9,1,연합의원 2,0,1,19
1149,3,9,1,연합의원 2,0,1,19
1178,3,8,1,연합의원 2,0,1,19
1313,3,7,1,연합의원 2,0,1,21
1381,5,8,1,연합의원 2,0,1,23
1491,2,8,1,연합의원 2,1,2,0
1561,4,8,0,연합의원 2,1,2,2
1731,2,8,1,연합의원 2,1,2,4
1736,5,8,0,연합의원 2,1,2,4
1751,4,8,0,연합의원 2,1,2,5
1797,4,8,0,연합의원 2,1,2,5
2352,4,7,1,연합의원 2,1,2,15
2386,4,7,1,연합의원 2,1,2,15
2484,3,7,1,연합의원 2,1,2,17
2560,4,7,1,연합의원 2,1,2,18
2568,4,7,1,연합의원 2,1,2,18
2583,5,7,1,연합의원 2,1,2,19
2693,5,7,1,연합의원 2,1,2,20
2745,5,8,1,연합의원 2,1,2,21
2750,5,8,1,연합의원 2,1,2,21
2779,5,8,1,연합의원 2,1,2,22
2809,4,8,1,연합의원 2,1,2,22
2855,4,8,1,연합의원 2,1,2,23
2858,3,8,1,연합의원 2,1,2,23
2904,4,8,1,연합의원 2,2,3,0
2920,4,8,1,연합의원 2,2,3,0
3057,3,8,1,연합의원 2,2,3,2
3133,4,7,1,연합의원 2,2,3,4
3166,4,7,1,연합의원 2,2,3,4
3360,4,9,1,연합의원 2,2,3,8
3791,5,9,1,연합의원 2,2,3,15
3836,4,9,1,연합의원 2,2,3,15
3980,5,9,1,연합의원 2,2,3,18
4148,3,9,1,연합의원 2,2,3,21
4205,3,8,1,연합의원 2,2,3,22
4308,4,7,1,연합의원 2,2,3,23
4333,4,7,1,연합의원 2,3,4,0
4432,4,7,1,연합의원 2,3,4,1
5108,4,9,1,연합의원 2,3,4,13
5129,4,9,1,연합의원 2,3,4,13
5200,4,9,1,연합의원 2,3,4,14
5666,4,9,1,연합의원 2,3,4,22
5673,5,9,1,연합의원 2,3,4,22
5769,5,9,1,연합의원 2,4,5,0
5791,4,9,1,연합의원 2,4,5,0
5998,5,9,1,연합의원 2,4,5,3
6020,4,9,1,연합의원 2,4,5,4
6092,5,9,1,연합의원 2,4,5,5
6094,4,9,1,연합의원 2,4,5,5
6188,3,9,1,연합의원 2,4,5,7
6362,4,8,1,연합의원 2,4,5,10
6417,4,8,1,연합의원 2,4,5,10
6459,4,8,1,연합의원 2,4,5,11
6530,4,9,1,연합의원 2,4,5,12
6677,5,9,1,연합의원 2,4,5,15
6725,4,9,1,연합의원 2,4,5,16
7005,2,9,1,연합의원 2,4,5,20
7013,5,9,0,연합의원 2,4,5,20
7124,5,9,0,연합의원 2,4,5,22
7177,3,8,1,연합의원 2,4,5,23
7240,5,7,1,연합의원 2,5,6,0
7358,4,7,1,연합의원 2,5,6,2
7684,4,8,1,연합의원 2,5,6,8
7721,3,8,1,연합의원 2,5,6,8
7933,4,7,1,연합의원 2,5,6,12
7953,3,7,1,연합의원 2,5,6,12
8047,4,6,1,연합의원 2,5,6,14
8107,4,6,1,연합의원 2,5,6,15
8296,5,8,1,연합의원 2,5,6,18
8601,3,9,1,연합의원 2,5,6,23
8786,4,8,1,연합의원 2,6,7,2
8815,5,8,1,연합의원 2,6,7,2
8854,3,8,1,연합의원 2,6,7,3
9205,4,8,1,연합의원 2,6,7,9
9212,4,8,1,연합의원 2,6,7,9
9267,4,8,1,연합의원 2,6,7,10
9272,4,8,1,연합의원 2,6,7,10
9293,5,9,1,연합의원 2,6,7,10
9395,4,9,1,연합의원 2,6,7,12
9402,3,9,1,연합의원 2,6,7,12
9417,4,8,1,연합의원 2,6,7,12
9607,5,9,1,연합의원 2,6,7,16
9620,4,9,1,연합의원 2,6,7,16
9647,4,9,1,연합의원 2,6,7,16
9697,3,9,1,연합의원 2,6,7,17
9709,5,8,1,연합의원 2,6,7,17
9761,3,8,1,연합의원 2,6,7,18
9779,5,7,1,연합의원 2,6,7,18
9833,4,7,1,연합의원 2,6,7,19
9863,3,7,1,연합의원 2,6,7,20
9876,5,6,1,연합의원 2,6,7,20
9881,4,6,1,연합의원 2,6,7,20
9885,5,6,1,연합의원 2,6,7,20
10015,4,8,1,연합의원 2,6,7,22
10076,5,8,1,연합의원 2,6,7,23
10080,4,8,1,연합의원 2,0,8,0
10082,4,8,1,연합의원 2,0,8,0
10116,4,9,1,연합의원 2,0,8,0
10120,4,9,1,연합의원 2,0,8,0
10180,3,9,1,연합의원 2,0,8,1
10194,4,8,1,연합의원 2,0,8,1
10374,4,8,1,연합의원 2,0,8,4
10494,4,8,1,연합의원 2,0,8,6
10651,5,9,1,연합의원 2,0,8,9
10671,5,9,1,연합의원 2,0,8,9
10698,3,9,1,연합의원 2,0,8,10
10702,5,8,1,연합의원 2,0,8,10
10750,5,8,1,연합의원 2,0,8,11
10824,5,8,1,연합의원 2,0,8,12
10834,4,8,1,연합의원 2,0,8,12
10841,4,8,1,연합의원 2,0,8,12
10871,4,8,1,연합의원 2,0,8,13
10876,4,8,1,연합의원 2,0,8,13
10884,3,8,1,연합의원 2,0,8,13
10932,4,7,1,연합의원 2,0,8,14
10932,3,7,1,연합의원 2,0,8,14
10955,5,6,1,연합의원 2,0,8,14
11009,4,7,1,연합의원 2,0,8,15
11014,5,7,1,연합의원 2,0,8,15
11172,4,7,1,연합의원 2,0,8,18
11296,4,7,1,연합의원 2,0,8,20
11321,4,8,1,연합의원 2,0,8,20
11331,5,8,1,연합의원 2,0,8,20
11387,5,8,1,연합의원 2,0,8,21
11412,3,9,1,연합의원 2,0,8,22
11476,5,8,1,연합의원 2,0,8,23
11525,5,8,1,연합의원 2,1,9,0
11577,5,8,1,연합의원 2,1,9,0
11608,5,8,1,연합의원 2,1,9,1
11723,5,9,1,연합의원 2,1,9,3
12391,3,9,1,연합의원 2,1,9,14
12438,4,8,1,연합의원 2,1,9,15
12522,4,8,1,연합의원 2,1,9,16
12569,3,8,1,연합의원 2,1,9,17
12573,4,7,1,연합의원 2,1,9,17
12652,5,7,1,연합의원 2,1,9,18
12686,4,7,1,연합의원 2,1,9,19
12717,4,7,1,연합의원 2,1,9,19
12815,4,7,1,연합의원 2,1,9,21
12868,4,8,1,연합의원 2,1,9,22
12969,4,9,1,연합의원 2,2,10,0
12982,4,9,1,연합의원 2,2,10,0
13003,4,9,1,연합의원 2,2,10,0
13155,4,9,1,연합의원 2,2,10,3
13549,3,9,1,연합의원 2,2,10,9
13770,4,9,1,연합의원 2,2,10,13
13940,4,9,1,연합의원 2,2,10,16
13953,4,9,1,연합의원 2,2,10,16
13972,4,9,1,연합의원 2,2,10,16
13978,4,9,1,연합의원 2,2,10,16
14015,5,9,1,연합의원 2,2,10,17
14024,4,9,1,연합의원 2,2,10,17
14172,3,9,1,연합의원 2,2,10,20
14197,5,8,1,연합의원 2,2,10,20
14255,4,8,1,연합의원 2,2,10,21
14423,4,8,1,연합의원 2,3,11,0
14438,4,8,1,연합의원 2,3,11,0
14450,4,8,1,연합의원 2,3,11,0
14483,3,9,1,연합의원 2,3,11,1
14564,3,8,1,연합의원 2,3,11,2
14762,4,7,1,연합의원 2,3,11,6
14784,5,7,1,연합의원 2,3,11,6
14900,3,8,1,연합의원 2,3,11,8
14919,4,8,1,연합의원 2,3,11,8
14939,5,8,1,연합의원 2,3,11,8
15039,3,8,1,연합의원 2,3,11,10
15086,4,7,1,연합의원 2,3,11,11
15116,5,7,1,연합의원 2,3,11,11
15242,3,8,1,연합의원 2,3,11,14
15321,5,8,1,연합의원 2,3,11,15
15423,4,8,1,연합의원 2,3,11,17
15459,4,9,1,연합의원 2,3,11,17
15522,4,9,1,연합의원 2,3,11,18
15546,4,9,1,연합의원 2,3,11,19
15580,4,9,1,연합의원 2,3,11,19
15677,5,9,1,연합의원 2,3,11,21
15742,3,9,1,연합의원 2,3,11,22
15785,4,8,1,연합의원 2,3,11,23
15836,4,8,1,연합의원 2,3,11,23
15851,4,8,1,연합의원 2,4,12,0
15966,4,8,1,연합의원 2,4,12,2
16416,5,9,1,연합의원 2,4,12,9
16423,4,9,1,연합의원 2,4,12,9
16550,4,9,1,연합의원 2,4,12,11
16640,5,9,1,연합의원 2,4,12,13
16752,4,9,1,연합의원 2,4,12,15
16822,4,9,1,연합의원 2,4,12,16
16862,5,9,1,연합의원 2,4,12,17
16893,3,9,1,연합의원 2,4,12,17
16967,5,8,1,연합의원 2,4,12,18
17014,3,8,1,연합의원 2,4,12,19
17085,4,7,1,연합의원 2,4,12,20
17152,4,7,1,연합의원 2,4,12,21
17342,5,8,1,연합의원 2,5,13,1
17435,4,9,1,연합의원 2,5,13,2
17439,3,9,1,연합의원 2,5,13,2
17481,3,8,1,연합의원 2,5,13,3
17671,5,8,1,연합의원 2,5,13,6
17692,5,8,1,연합의원 2,5,13,6
17725,5,8,1,연합의원 2,5,13,7
17731,3,8,1,연합의원 2,5,13,7
17767,3,7,1,연합의원 2,5,13,8
17779,3,6,1,연합의원 2,5,13,8
17974,4,6,1,연합의원 2,5,13,11
18051,3,6,1,연합의원 2,5,13,12
18133,5,5,1,연합의원 2,5,13,14
18156,5,6,1,연합의원 2,5,13,14
18157,4,6,1,연합의원 2,5,13,14
18286,4,8,1,연합의원 2,5,13,16
18313,5,8,1,연합의원 2,5,13,17
18373,4,8,1,연합의원 2,5,13,18
18401,4,8,1,연합의원 2,5,13,18
18676,4,9,1,연합의원 2,5,13,23
18761,5,9,1,연합의원 2,6,14,0
18766,4,9,1,연합의원 2,6,14,0
18837,4,9,1,연합의원 2,6,14,1
18865,4,9,1,연합의원 2,6,14,2
18874,4,9,1,연합의원 2,6,14,2
18952,5,9,1,연합의원 2,6,14,3
19116,3,9,1,연합의원 2,6,14,6
19221,4,8,1,연합의원 2,6,14,8
19271,5,8,1,연합의원 2,6,14,9
19385,4,8,1,연합의원 2,6,14,11
19435,5,8,1,연합의원 2,6,14,11
19443,4,8,1,연합의원 2,6,14,12
19473,4,9,1,연합의원 2,6,14,12
19528,3,9,1,연합의원 2,6,14,13
19529,4,8,1,연합의원 2,6,14,13
19553,4,8,1,연합의원 2,6,14,13
19586,5,8,1,연합의원 2,6,14,14
19733,3,8,1,연합의원 2,6,14,16
19750,4,7,1,연합의원 2,6,14,17
19769,4,7,1,연합의원 2,6,14,17
19948,4,7,1,연합의원 2,6,14,20
19994,4,9,1,연합의원 2,6,14,21
20029,3,9,1,연합의원 2,6,14,21
20059,4,8,1,연합의원 2,6,14,22
20152,4,8,1,연합의원 2,6,14,23
20177,3,8,1,연합의원 2,0,15,0
20223,4,7,1,연합의원 2,0,15,1
20239,4,7,1,연합의원 2,0,15,1
20310,3,7,1,연합의원 2,0,15,2
20781,4,9,1,연합의원 2,0,15,10
20831,4,9,1,연합의원 2,0,15,11
21090,4,9,1,연합의원 2,0,15,15
21121,4,9,1,연합의원 2,0,15,16
21126,4,9,1,연합의원 2,0,15,16
