time,ktas,beds_available,op_rooms_available,hospital_name,day_of_week,day,hour
38,3,16,11,중앙병원 3,0,1,0
42,2,15,11,중앙병원 3,0,1,0
44,3,15,10,중앙병원 3,0,1,0
81,3,14,10,중앙병원 3,0,1,1
88,3,13,10,중앙병원 3,0,1,1
109,4,12,10,중앙병원 3,0,1,1
112,3,12,10,중앙병원 3,0,1,1
117,4,11,10,중앙병원 3,0,1,1
117,2,11,10,중앙병원 3,0,1,1
120,3,11,9,중앙병원 3,0,1,2
122,3,10,9,중앙병원 3,0,1,2
129,3,9,9,중앙병원 3,0,1,2
139,3,8,9,중앙병원 3,0,1,2
156,2,7,9,중앙병원 3,0,1,2
160,3,7,8,중앙병원 3,0,1,2
182,3,6,8,중앙병원 3,0,1,3
211,4,4,9,중앙병원 3,0,1,3
241,2,4,9,중앙병원 3,0,1,4
292,3,4,9,중앙병원 3,0,1,4
304,3,4,9,중앙병원 3,0,1,5
348,3,1,11,중앙병원 3,0,1,5
368,3,2,11,중앙병원 3,0,1,6
376,4,1,11,중앙병원 3,0,1,6
378,2,1,11,중앙병원 3,0,1,6
424,3,4,10,중앙병원 3,0,1,7
438,4,4,10,중앙병원 3,0,1,7
488,4,4,10,중앙병원 3,0,1,8
507,3,6,10,중앙병원 3,0,1,8
518,4,4,11,중앙병원 3,0,1,8
530,3,4,11,중앙병원 3,0,1,8
564,4,4,11,중앙병원 3,0,1,9
564,4,4,11,중앙병원 3,0,1,9
567,4,4,11,중앙병원 3,0,1,9
590,3,6,11,중앙병원 3,0,1,9
640,3,5,11,중앙병원 3,0,1,10
646,4,5,11,중앙병원 3,0,1,10
646,3,5,11,중앙병원 3,0,1,10
662,3,4,11,중앙병원 3,0,1,11
711,3,4,11,중앙병원 3,0,1,11
712,5,3,11,중앙병원 3,0,1,11
722,3,3,11,중앙병원 3,0,1,12
732,1,2,11,중앙병원 3,0,1,12
748,4,2,10,중앙병원 3,0,1,12
754,3,2,10,중앙병원 3,0,1,12
777,5,1,10,중앙병원 3,0,1,12
783,3,2,10,중앙병원 3,0,1,13
796,5,2,10,중앙병원 3,0,1,13
829,3,2,10,중앙병원 3,0,1,13
856,3,1,10,중앙병원 3,0,1,14
861,4,0,10,중앙병원 3,0,1,14
863,2,0,10,중앙병원 3,0,1,14
872,3,0,9,중앙병원 3,0,1,14
891,3,1,9,중앙병원 3,0,1,14
904,3,0,9,중앙병원 3,0,1,15
907,2,0,9,중앙병원 3,0,1,15
931,3,0,9,중앙병원 3,0,1,15
931,4,0,9,중앙병원 3,0,1,15
948,4,0,9,중앙병원 3,0,1,15
957,3,0,9,중앙병원 3,0,1,15
963,3,0,9,중앙병원 3,0,1,16
987,3,0,9,중앙병원 3,0,1,16
1040,4,0,11,중앙병원 3,0,1,17
1045,2,0,11,중앙병원 3,0,1,17
1061,3,0,10,중앙병원 3,0,1,17
1081,3,0,10,중앙병원 3,0,1,18
1109,3,0,10,중앙병원 3,0,1,18
1125,5,0,11,중앙병원 3,0,1,18
1129,4,0,11,중앙병원 3,0,1,18
1132,3,0,11,중앙병원 3,0,1,18
1136,4,0,11,중앙병원 3,0,1,18
1179,3,0,11,중앙병원 3,0,1,19
1186,3,0,11,중앙병원 3,0,1,19
1198,3,0,11,중앙병원 3,0,1,19
1198,3,0,11,중앙병원 3,0,1,19
1213,4,0,11,중앙병원 3,0,1,20
1223,3,0,11,중앙병원 3,0,1,20
1233,5,0,11,중앙병원 3,0,1,20
1253,3,0,11,중앙병원 3,0,1,20
1262,3,0,11,중앙병원 3,0,1,21
1277,3,0,11,중앙병원 3,0,1,21
1288,3,0,11,중앙병원 3,0,1,21
1290,3,0,11,중앙병원 3,0,1,21
1308,3,0,11,중앙병원 3,0,1,21
1315,4,0,11,중앙병원 3,0,1,21
1329,5,0,11,중앙병원 3,0,1,22
1336,3,0,11,중앙병원 3,0,1,22
1348,3,0,11,중앙병원 3,0,1,22
1351,3,0,11,중앙병원 3,0,1,22
1351,3,0,11,중앙병원 3,0,1,22
1386,5,0,11,중앙병원 3,0,1,23
1389,4,0,11,중앙병원 3,0,1,23
1405,5,0,11,중앙병원 3,0,1,23
1410,2,0,11,중앙병원 3,0,1,23
1428,5,0,10,중앙병원 3,0,1,23
1458,3,0,10,중앙병원 3,1,2,0
1470,3,0,10,중앙병원 3,1,2,0
1526,4,0,11,중앙병원 3,1,2,1
1601,4,0,11,중앙병원 3,1,2,2
1635,5,0,11,중앙병원 3,1,2,3
1689,5,0,11,중앙병원 3,1,2,4
1745,3,1,11,중앙병원 3,1,2,5
1758,3,1,11,중앙병원 3,1,2,5
1763,3,0,11,중앙병원 3,1,2,5
1797,4,2,11,중앙병원 3,1,2,5
1949,3,6,11,중앙병원 3,1,2,8
1968,4,6,11,중앙병원 3,1,2,8
2001,3,9,11,중앙병원 3,1,2,9
2082,4,12,11,중앙병원 3,1,2,10
2102,3,12,11,중앙병원 3,1,2,11
2128,5,11,11,중앙병원 3,1,2,11
2134,2,11,11,중앙병원 3,1,2,11
2141,3,11,10,중앙병원 3,1,2,11
2175,4,10,10,중앙병원 3,1,2,12
2255,4,11,10,중앙병원 3,1,2,13
